symbol,group,take_profit_pct,stop_loss_pct,trades,wins,losses,timeouts,both_hit,win_rate_pct,net_usd,fees_usd,avg_hold_minutes,avg_win_usd,avg_loss_usd,worst_trade_usd,best_trade_usd
DOGEUSDT,memecoin,0.3,0.3,559,244,264,51,3,43.64937388193202,-1180.9712875901207,1118.0,17.033989266547405,0.9904849841889146,-4.569298329117893,-5.0,1.0
DOGEUSDT,memecoin,0.4,0.2,615,168,398,49,3,27.317073170731707,-1314.3611381042385,1230.0,15.391869918699188,1.9224006073395399,-3.777685035624057,-4.0,2.0
DOGEUSDT,memecoin,0.4,0.35,412,139,195,78,2,33.737864077669904,-933.7153385986577,824.0000000000001,23.468446601941746,1.910040083292744,-4.632362399274816,-5.5,2.0
DOGEUSDT,memecoin,0.25,0.12,1123,348,757,18,11,30.988423864648265,-2275.64336751589,2246.0,7.976847729296527,0.5,-3.1608301516333936,-3.1999999999999997,0.5
DOGEUSDT,memecoin,0.2,0.1,1451,458,985,8,31,31.564438318401102,-2970.154484873405,2902.0,5.947622329427981,0.0,-2.0469706994303274,-3.0,0.0
DOGEUSDT,memecoin,0.6,0.25,396,80,240,76,0,20.2020202020202,-815.0136569054238,792.0,24.457070707070706,3.236008726489794,-3.9932089031494553,-4.500000000000001,4.0
DOGEUSDT,memecoin,0.8,0.3,320,44,178,98,0,13.75,-677.1129283123918,640.0,30.503125,4.311163701855972,-4.152561865659678,-5.0,6.0
DOGEUSDT,memecoin,0.8,0.4,276,40,119,117,0,14.492753623188406,-596.3431378179135,552.0,35.52536231884058,4.036413841055273,-4.4730058502341254,-6.0,6.0
DOGEUSDT,memecoin,1.0,0.4,262,26,115,121,0,9.923664122137405,-558.9445468728759,524.0,37.47709923664122,4.849326870560176,-4.3439806015988305,-6.0,8.0
DOGEUSDT,memecoin,1.0,0.5,240,24,89,127,0,10.0,-522.8984560435449,480.0,41.00416666666667,4.376015300547359,-4.717291798729585,-7.0,8.0
SHIBUSDT,memecoin,0.5,0.08,1556,213,1332,11,3,13.688946015424165,-3087.858866360576,3112.0,5.4781491002570695,2.9832653174058796,-2.7852568469554333,-2.8,3.0
SHIBUSDT,memecoin,0.5,0.15,1556,213,1332,11,3,13.688946015424165,-4020.2588663605247,3112.0,5.4781491002570695,2.9832653174058796,-3.4810777424777575,-3.5,3.0
SHIBUSDT,memecoin,0.5,0.25,607,190,376,41,1,31.30148270181219,-1182.4774692049511,1214.0,15.607907742998352,2.9686908483723053,-4.257635578182031,-4.500000000000001,3.0
SHIBUSDT,memecoin,0.5,0.35,607,190,376,41,1,31.30148270181219,-1558.4774692049511,1214.0,15.607907742998352,2.9686908483723053,-5.168047200458059,-5.5,3.0
SHIBUSDT,memecoin,0.5,0.5,386,153,167,66,0,39.637305699481864,-853.1848784956785,772.0,25.116580310880828,2.923240472411957,-5.806079795635154,-7.0,3.0
SHIBUSDT,memecoin,0.3,0.15,2434,574,1859,1,17,23.582580115036976,-5934.5,4868.0,3.141331142152835,1.0,-3.4991935483870966,-3.5,1.0
SHIBUSDT,memecoin,0.3,0.3,938,440,483,15,3,46.908315565031984,-1999.3196583116749,1876.0,9.747334754797441,1.0,-4.898232245605772,-5.0,1.0
SHIBUSDT,memecoin,0.4,0.2,1071,266,769,36,6,24.836601307189543,-2600.6912766169767,2142.0,8.412698412698413,1.9988520005234933,-3.9058326435333406,-4.0,2.0
SHIBUSDT,memecoin,0.4,0.35,689,249,404,36,3,36.13933236574746,-1780.6912766169771,1378.0,13.631349782293178,1.9987742475709016,-5.21092149031341,-5.5,2.0
SHIBUSDT,memecoin,0.25,0.12,2434,574,1859,1,17,23.582580115036976,-5663.7999999998065,4868.0,3.141331142152835,0.5,-3.1993548387095694,-3.1999999999999997,0.5
SHIBUSDT,memecoin,0.2,0.1,2795,873,1921,1,104,31.23434704830054,-5765.0,5590.0,2.6064400715563507,0.0,-2.0626118067978534,-3.0,0.0
SHIBUSDT,memecoin,0.6,0.25,521,129,329,63,0,24.760076775431862,-997.3277398885122,1042.0,18.34932821497121,3.795819142414051,-4.1373795591492355,-4.500000000000001,4.0
SHIBUSDT,memecoin,0.8,0.3,427,68,277,82,0,15.925058548009368,-998.584403057177,854.0,22.60889929742389,4.848208584795181,-4.4793581895656684,-5.0,6.0
SHIBUSDT,memecoin,0.8,0.4,333,60,180,93,0,18.01801801801802,-784.7101710962227,666.0,29.273273273273272,4.821628511282897,-4.895088827552175,-6.0,6.0
SHIBUSDT,memecoin,1.0,0.4,300,34,160,106,0,11.333333333333334,-703.8637716413443,600.0,32.60333333333333,5.219812219513842,-4.823583521616676,-6.0,8.000000000000009
SHIBUSDT,memecoin,1.0,0.5,269,35,123,111,0,13.011152416356877,-626.96563455525,538.0,36.47583643122677,4.9388940406165664,-5.246148310847529,-7.0,8.0
PEPEUSDT,memecoin,0.5,0.08,3334,352,2981,1,17,10.557888422315537,-7292.800000000355,6668.0,2.0236952609478105,3.0,-2.799731723675498,-2.8,3.0
PEPEUSDT,memecoin,0.5,0.15,3334,352,2981,1,17,10.557888422315537,-9379.5,6668.0,2.0236952609478105,3.0,-3.499496981891348,-3.5,3.0
PEPEUSDT,memecoin,0.5,0.25,3334,352,2981,1,17,10.557888422315537,-12360.500000000002,6668.0,2.0236952609478105,3.0,-4.499161636485581,-4.500000000000001,3.0
PEPEUSDT,memecoin,0.5,0.35,873,324,526,23,1,37.11340206185567,-1943.6179127694138,1746.0,10.547537227949599,2.9382883529751656,-5.42672768583139,-5.5,3.0
PEPEUSDT,memecoin,0.5,0.5,873,324,526,23,1,37.11340206185567,-2732.6179127694136,1746.0,10.547537227949599,2.9382883529751656,-6.890549578224712,-7.0,3.0
PEPEUSDT,memecoin,0.3,0.15,3744,546,3197,1,133,14.583333333333334,-10645.5,7488.0,1.6925747863247864,1.0,-3.49953095684803,-3.5,1.0
PEPEUSDT,memecoin,0.3,0.3,1795,519,1258,18,116,28.91364902506964,-5789.669696260222,3590.0,4.616155988857939,0.9986984379593988,-4.976347576538113,-5.0,1.0
PEPEUSDT,memecoin,0.4,0.2,3334,352,2981,1,17,10.557888422315537,-11222.0,6668.0,2.0236952609478105,2.0,-3.999329309188464,-4.0,2.0
PEPEUSDT,memecoin,0.4,0.35,873,324,526,23,1,37.11340206185567,-2267.617912769413,1746.0,10.547537227949599,1.9682284727356445,-5.42672768583139,-5.5,2.0
PEPEUSDT,memecoin,0.25,0.12,4823,1085,3737,1,568,22.496371552975326,-11417.90000000044,9646.0,1.0901928260418827,0.5,-3.1996789727128214,-3.1999999999999997,0.5
PEPEUSDT,memecoin,0.2,0.1,4823,1085,3737,1,568,22.496371552975326,-11213.0,9646.0,1.0901928260418827,0.0,-2.324901513580759,-3.0,0.0
PEPEUSDT,memecoin,0.6,0.25,2687,195,2479,13,5,7.257164123557871,-10360.449409633395,5374.000000000001,2.7517677707480463,3.8788863610029356,-4.497984683595325,-4.500000000000001,4.0
PEPEUSDT,memecoin,0.8,0.3,953,136,773,44,2,14.270724029380903,-3010.0861487668312,1906.0000000000002,9.578174186778593,5.181155339547135,-4.969198667292266,-5.0,6.0
PEPEUSDT,memecoin,0.8,0.4,601,133,417,51,1,22.129783693843596,-1654.7953234882111,1202.0,15.773710482529118,5.099344377916471,-5.901824141001968,-6.0,6.0
PEPEUSDT,memecoin,1.0,0.4,488,62,343,83,0,12.704918032786885,-1464.3335261710413,976.0,19.6577868852459,5.197873993203825,-5.793598630022843,-6.0,8.0
PEPEUSDT,memecoin,1.0,0.5,488,62,343,83,0,12.704918032786885,-1807.333526171041,976.0,19.6577868852459,5.197873993203825,-6.735906322330536,-7.0,8.0
WIFUSDT,memecoin,0.5,0.08,1383,216,1155,12,5,15.61822125813449,-2592.6625120296308,2766.0,6.289226319595083,2.966288979120052,-2.7904093615099583,-2.8,3.0
WIFUSDT,memecoin,0.5,0.15,1082,238,826,18,2,21.99630314232902,-2181.7698396426895,2164.0,8.317005545286506,2.929618144917846,-3.471837204895311,-3.5,3.0
WIFUSDT,memecoin,0.5,0.25,743,230,486,27,0,30.955585464333783,-1534.725165587917,1486.0,12.567967698519515,2.920045404003003,-4.41523954800125,-4.500000000000001,3.0
WIFUSDT,memecoin,0.5,0.35,576,217,320,39,0,37.673611111111114,-1178.0484917166427,1152.0000000000002,16.50173611111111,2.9231558716336106,-5.206918769780032,-5.5,3.0
WIFUSDT,memecoin,0.5,0.5,474,205,223,46,0,43.24894514767932,-1052.555105375881,948.0000000000001,20.26793248945148,2.911941258933015,-6.409190013519591,-7.0,3.0
WIFUSDT,memecoin,0.3,0.15,1491,472,1018,1,12,31.65660630449363,-3091.3669025585195,2982.0,5.761234071093226,1.0,-3.4969253214509513,-3.5,1.0
WIFUSDT,memecoin,0.3,0.3,914,426,472,16,3,46.608315098468275,-1967.5869645359244,1828.0,10.029540481400439,0.9978942396630782,-4.915170030538108,-5.0,1.0
WIFUSDT,memecoin,0.4,0.2,989,302,673,14,4,30.535894843276036,-2112.6271253379005,1978.0,9.193124368048533,2.0,-3.954333515775692,-4.0,2.0
WIFUSDT,memecoin,0.4,0.35,655,280,347,28,2,42.74809160305343,-1419.29540550083,1310.0,14.390839694656488,1.9986723950362326,-5.29658381953479,-5.5,2.0
WIFUSDT,memecoin,0.25,0.12,1682,607,1074,1,11,36.087990487514865,-3135.8431830526433,3364.0,4.99346016646849,0.5,-3.199389007490819,-3.1999999999999997,0.5
WIFUSDT,memecoin,0.2,0.1,2311,753,1557,1,46,32.5832972739074,-4673.543183052689,4622.0,3.362180874080485,0.0,-2.0223034111002547,-3.0,0.0
WIFUSDT,memecoin,0.6,0.25,671,178,463,30,2,26.527570789865873,-1380.3956821875124,1342.0,14.023845007451564,3.7714034735301443,-4.427773492772244,-4.500000000000001,4.0
WIFUSDT,memecoin,0.8,0.3,474,100,312,62,0,21.09704641350211,-982.4267633947668,948.0000000000001,20.26793248945148,5.157996595097765,-4.7475442993274015,-5.0,6.0
WIFUSDT,memecoin,0.8,0.4,373,90,216,67,0,24.128686327077748,-790.4827513167829,746.0,26.02680965147453,5.038101949695266,-5.472507414687084,-6.0,6.0
WIFUSDT,memecoin,1.0,0.4,348,59,207,82,0,16.95402298850575,-738.8022023839653,696.0000000000001,27.9683908045977,5.7622532701147975,-5.347327055326154,-6.0,8.0
WIFUSDT,memecoin,1.0,0.5,311,58,156,97,0,18.64951768488746,-669.4566859692563,622.0,31.414790996784564,5.794593988760112,-5.863780617247678,-7.0,8.0
NEARUSDT,fast_alt,0.5,0.08,2679,387,2290,2,28,14.44568868980963,-5252.8953399131,5358.000000000001,2.762971257932064,2.9936382617773716,-2.7998371826637944,-2.8,3.0
NEARUSDT,fast_alt,0.5,0.15,1919,474,1442,3,16,24.700364773319436,-3628.729110804511,3838.0,4.253256904637833,2.996649698383154,-3.4987103307039535,-3.5,3.0
NEARUSDT,fast_alt,0.5,0.25,1405,494,907,4,5,35.16014234875445,-2598.4082564560417,2810.0,6.17508896797153,2.989542204422483,-4.498029440588124,-4.500000000000001,3.0
NEARUSDT,fast_alt,0.5,0.35,1129,468,653,8,3,41.45261293179805,-2195.0897297788315,2258.0,7.929140832595217,2.9765869939488097,-5.492401490726552,-5.5,3.0
NEARUSDT,fast_alt,0.5,0.5,880,443,422,15,2,50.34090909090909,-1648.4376097013394,1760.0,10.455681818181818,2.9864284234568483,-6.867245821573947,-7.0,3.0
NEARUSDT,fast_alt,0.3,0.15,2457,814,1643,0,51,33.12983312983313,-4936.5,4914.0,3.102971102971103,1.0,-3.5,-3.5,1.0
NEARUSDT,fast_alt,0.3,0.3,1692,835,856,1,10,49.349881796690305,-3447.710732054016,3384.0,4.958037825059102,1.0,-4.997328742186716,-5.0,1.0
NEARUSDT,fast_alt,0.4,0.2,1855,614,1239,2,17,33.099730458221025,-3730.601917207959,3710.0,4.434501347708895,1.9969249021887097,-3.9989602677854963,-4.0,2.0
NEARUSDT,fast_alt,0.4,0.35,1316,607,707,2,4,46.12462006079027,-2675.5200085142615,2632.0,6.660334346504559,1.9983223544173332,-5.495056497175141,-5.5,2.0
NEARUSDT,fast_alt,0.25,0.12,3037,955,2082,0,97,31.445505432993084,-6184.8999999997695,6074.0,2.319394138952914,0.5,-3.1999999999998843,-3.1999999999999997,0.5
NEARUSDT,fast_alt,0.2,0.1,3395,1153,2242,0,171,33.961708394698086,-6726.0,6790.0,1.9693667157584684,0.0,-1.9811487481590575,-3.0,0.0
NEARUSDT,fast_alt,0.6,0.25,1229,385,837,7,2,31.326281529698942,-2223.762368792129,2458.0,7.202603742880391,3.9601155749431136,-4.491308036972519,-4.500000000000001,4.0
NEARUSDT,fast_alt,0.8,0.3,908,256,635,17,2,28.19383259911894,-1628.451788413881,1816.0,10.102422907488986,5.732351700499976,-4.9951634211136176,-5.0,6.0
NEARUSDT,fast_alt,0.8,0.4,750,253,477,20,1,33.733333333333334,-1325.7614249976077,1500.0,12.441333333333333,5.73443938268972,-5.96325492503356,-6.0,6.0
NEARUSDT,fast_alt,1.0,0.4,631,169,432,30,0,26.782884310618066,-1203.506979606486,1262.0,14.97622820919176,7.338137794624251,-5.920662041772088,-6.0,8.0
NEARUSDT,fast_alt,1.0,0.5,546,167,346,33,0,30.586080586080588,-1041.3254171139636,1092.0,17.463369963369964,7.236482897480637,-6.906421009426989,-7.0,8.0
SUIUSDT,fast_alt,0.5,0.08,1465,195,1256,14,9,13.310580204778157,-2931.520274665997,2930.0,5.881228668941979,2.9637569748704835,-2.790534356499202,-2.8,3.0
SUIUSDT,fast_alt,0.5,0.15,985,208,758,19,6,21.116751269035532,-2035.5365597152706,1970.0,9.234517766497461,2.9197609530401,-3.475422768912724,-3.5,3.0
SUIUSDT,fast_alt,0.5,0.25,689,206,456,27,2,29.898403483309142,-1452.1472721391683,1378.0,13.631349782293178,2.906860856262141,-4.382114675602381,-4.500000000000001,3.0
SUIUSDT,fast_alt,0.5,0.35,547,191,322,34,2,34.91773308957953,-1220.4498313501765,1094.0,17.42961608775137,2.83170766093026,-5.2896821393014966,-5.5,3.0
SUIUSDT,fast_alt,0.5,0.5,408,165,179,64,1,40.44117647058823,-893.4073541405548,816.0000000000001,23.708333333333332,2.872735903478723,-6.030210660141422,-7.0,3.0
SUIUSDT,fast_alt,0.3,0.15,1358,431,921,6,11,31.737849779086893,-2800.1945605489236,2716.0,6.423416789396171,0.997884793694947,-3.489504094411599,-3.5,1.0
SUIUSDT,fast_alt,0.3,0.3,865,396,451,18,1,45.78034682080925,-1880.0020087569376,1730.0,10.654335260115607,0.9910579056070109,-4.895538002149982,-5.0,1.0
SUIUSDT,fast_alt,0.4,0.2,936,287,630,19,3,30.662393162393162,-1964.9933407567923,1872.0,9.770299145299145,1.9880976108117019,-3.9342749967371304,-4.0,2.0
SUIUSDT,fast_alt,0.4,0.35,616,253,328,35,0,41.07142857142857,-1354.868912565265,1232.0,15.36525974025974,1.9824469715053004,-5.193197170590882,-5.5,2.0
SUIUSDT,fast_alt,0.25,0.12,1718,532,1184,2,18,30.9662398137369,-3524.5798709631154,3436.0,4.8678696158323636,0.5,-3.19610444431965,-3.1999999999999997,0.5
SUIUSDT,fast_alt,0.2,0.1,2108,690,1418,0,61,32.732447817836814,-4254.0,4216.0,3.782258064516129,0.0,-2.0180265654648957,-3.0,0.0
SUIUSDT,fast_alt,0.6,0.25,617,155,425,37,2,25.12155591572123,-1295.8752046017112,1234.0,15.338735818476499,3.65145178733886,-4.3957612679667815,-4.500000000000001,4.0
SUIUSDT,fast_alt,0.8,0.3,437,81,292,64,1,18.53546910755149,-936.2911220955556,874.0,22.068649885583525,4.705822960934812,-4.734983840402943,-5.0,6.0
SUIUSDT,fast_alt,0.8,0.4,368,75,219,74,0,20.380434782608695,-852.0258292439679,736.0,26.394021739130434,4.43414979040451,-5.540922306434155,-6.0,6.0
SUIUSDT,fast_alt,1.0,0.4,343,51,205,87,0,14.868804664723031,-788.4652258295671,686.0,28.39067055393586,5.028369671775367,-5.399829594815994,-6.0,8.0
SUIUSDT,fast_alt,1.0,0.5,288,45,141,102,0,15.625,-667.6891327501597,576.0000000000001,34.00347222222222,5.131446189183005,-5.704642877659749,-7.0,8.0
APTUSDT,fast_alt,0.5,0.08,2034,328,1706,0,9,16.125860373647985,-3792.800000000114,4068.0000000000005,3.9557522123893807,3.0,-2.8000000000000904,-2.8,3.0
APTUSDT,fast_alt,0.5,0.15,2034,328,1706,0,9,16.125860373647985,-4987.0,4068.0000000000005,3.9557522123893807,3.0,-3.5,-3.5,3.0
APTUSDT,fast_alt,0.5,0.25,1040,335,692,13,2,32.21153846153846,-2126.5791827684134,2080.0,8.69326923076923,2.9949091478696745,-4.4500975233702045,-4.500000000000001,3.0
APTUSDT,fast_alt,0.5,0.35,797,310,465,22,2,38.89585947302384,-1666.7019532962495,1594.0,11.648682559598495,2.988722606035764,-5.376388696250918,-5.5,3.0
APTUSDT,fast_alt,0.5,0.5,624,288,312,24,1,46.15384615384615,-1372.9169475259175,1248.0,15.155448717948717,2.99991392518377,-6.686244990758288,-7.0,3.0
APTUSDT,fast_alt,0.3,0.15,2909,762,2147,0,31,26.194568580268133,-6752.5,5818.000000000001,2.465108284633895,1.0,-3.5,-3.5,1.0
APTUSDT,fast_alt,0.3,0.3,1631,759,871,1,2,46.535867565910486,-3598.0,3262.0,5.180870631514408,1.0,-4.996559633027523,-5.0,1.0
APTUSDT,fast_alt,0.4,0.2,1130,393,728,9,2,34.7787610619469,-2137.1746581223006,2260.0000000000005,7.921238938053097,2.0,-3.966315682662551,-4.0,2.0
APTUSDT,fast_alt,0.4,0.35,853,361,477,15,2,42.32121922626026,-1934.8633041932487,1706.0,10.818288393903869,1.9979778283320697,-5.413709323929649,-5.5,2.0
APTUSDT,fast_alt,0.25,0.12,2909,762,2147,0,31,26.194568580268133,-6489.399999999755,5818.000000000001,2.465108284633895,0.5,-3.199999999999882,-3.1999999999999997,0.5
APTUSDT,fast_alt,0.2,0.1,2909,762,2147,0,31,26.194568580268133,-6441.0,5818.000000000001,2.465108284633895,0.0,-2.214162942591956,-3.0,0.0
APTUSDT,fast_alt,0.6,0.25,897,246,632,19,1,27.4247491638796,-1877.5617789051,1794.0,10.238573021181717,3.97546799093395,-4.4250822664315645,-4.500000000000001,4.0
APTUSDT,fast_alt,0.8,0.3,717,149,538,30,1,20.78103207810321,-1793.7862822087225,1434.0,13.059972105997211,5.764761356807733,-4.8763879700142905,-5.0,6.0
APTUSDT,fast_alt,0.8,0.4,484,137,304,43,0,28.305785123966942,-1022.1318236356561,968.0,19.828512396694215,5.679505861311844,-5.644856482563799,-6.0,6.0
APTUSDT,fast_alt,1.0,0.4,434,96,290,48,0,22.119815668202765,-958.262480499148,868.0,22.22811059907834,7.087527211779066,-5.59879131152679,-6.0,8.0
APTUSDT,fast_alt,1.0,0.5,390,96,241,53,0,24.615384615384617,-923.3434716028761,780.0,24.848717948717947,7.031185166794232,-6.444938681193364,-7.0,8.0
ARBUSDT,fast_alt,0.5,0.08,2471,485,1986,0,48,19.62768110076892,-4105.8000000001475,4942.0,3.0793201133144477,3.0,-2.8000000000001033,-2.8,3.0
ARBUSDT,fast_alt,0.5,0.15,2012,544,1468,0,31,27.037773359840955,-3506.0,4024.0,4.009940357852883,3.0,-3.5,-3.5,3.0
ARBUSDT,fast_alt,0.5,0.25,1663,577,1084,2,15,34.696331930246544,-3150.3986770895976,3326.0,5.061936259771497,3.0,-4.494842244097236,-4.500000000000001,3.0
ARBUSDT,fast_alt,0.5,0.35,1344,561,778,5,5,41.74107142857143,-2603.974264907643,2688.0,6.5007440476190474,2.9961617939787595,-5.4831421906952755,-5.5,3.0
ARBUSDT,fast_alt,0.5,0.5,1053,530,508,15,2,50.332383665716996,-2002.136183006211,2106.0,8.573599240265906,2.9950180250005736,-6.901124323045137,-7.0,3.0
ARBUSDT,fast_alt,0.3,0.15,2499,889,1609,1,88,35.57422969187675,-4743.296630565584,4998.0,3.0340136054421767,1.0,-3.498320888550052,-3.5,1.0
ARBUSDT,fast_alt,0.3,0.3,1885,924,961,0,35,49.01856763925729,-3881.0,3770.0,4.347480106100796,1.0,-5.0,-5.0,1.0
ARBUSDT,fast_alt,0.4,0.2,2115,709,1405,1,45,33.522458628841605,-4202.796630565584,4230.0,3.766430260047281,2.0,-3.9977216433610128,-4.0,2.0
ARBUSDT,fast_alt,0.4,0.35,1539,720,818,1,7,46.78362573099415,-3061.0,3078.0,5.549707602339181,2.0,-5.495726495726496,-5.5,2.0
ARBUSDT,fast_alt,0.25,0.12,3205,971,2233,1,190,30.296411856474258,-6660.896630565325,6410.0,2.1453978159126366,0.5,-3.198924185570866,-3.1999999999999997,0.5
ARBUSDT,fast_alt,0.2,0.1,3527,1206,2321,0,275,34.19336546640204,-6963.0,7054.0,1.8579529345052452,0.0,-1.9741990360079387,-3.0,0.0
ARBUSDT,fast_alt,0.6,0.25,1487,471,1012,4,6,31.67451244115669,-2674.574669219495,2974.0,5.779421654337592,3.9917359537901342,-4.491304472323584,-4.500000000000001,4.0
ARBUSDT,fast_alt,0.8,0.3,1098,314,768,16,4,28.59744990892532,-1962.0516757200685,2196.0,8.181238615664846,5.879843311416944,-4.9822465358809565,-5.0,6.0
ARBUSDT,fast_alt,0.8,0.4,923,313,591,19,1,33.91115926327194,-1675.0724659941225,1846.0,9.921993499458289,5.861735812902827,-5.947355222602893,-6.0,6.0
ARBUSDT,fast_alt,1.0,0.4,796,224,546,26,0,28.14070351758794,-1459.0458486539071,1592.0,11.663316582914574,7.580138263275839,-5.944836296690723,-6.0,8.0
ARBUSDT,fast_alt,1.0,0.5,662,215,414,33,0,32.477341389728096,-1213.0095969846072,1324.0,14.226586102719033,7.609081697252779,-6.859024044798023,-7.0,8.0
TIAUSDT,fast_alt,0.5,0.08,1620,230,1383,7,10,14.197530864197532,-3175.981765349813,3240.0,5.222839506172839,2.9722040965956444,-2.7974366267507746,-2.8,3.0
TIAUSDT,fast_alt,0.5,0.15,1102,257,835,10,5,23.321234119782215,-2147.584527535908,2204.0,8.147912885662432,2.951648784413957,-3.4926250675670554,-3.5,3.0
TIAUSDT,fast_alt,0.5,0.25,770,243,508,19,3,31.558441558441558,-1562.1057964368217,1540.0,12.092207792207793,2.935359107717828,-4.443660794559294,-4.500000000000001,3.0
TIAUSDT,fast_alt,0.5,0.35,602,225,347,30,3,37.37541528239203,-1269.193315532634,1204.0,15.745847176079733,2.9378914917778363,-5.317010664697412,-5.5,3.0
TIAUSDT,fast_alt,0.5,0.5,475,204,227,44,2,42.94736842105263,-1044.1624905214642,950.0000000000001,20.223157894736843,2.926024948187461,-6.435607132237571,-7.0,3.0
TIAUSDT,fast_alt,0.3,0.15,1526,486,1039,1,8,31.84796854521625,-3153.076535024503,3052.0,5.6061598951507206,1.0,-3.499112052908176,-3.5,1.0
TIAUSDT,fast_alt,0.3,0.3,939,443,490,6,3,47.177848775292865,-2019.6023786683224,1878.0,9.735889243876464,1.0,-4.964924150540973,-5.0,1.0
TIAUSDT,fast_alt,0.4,0.2,1060,335,716,9,3,31.60377358490566,-2197.990154060044,2120.0,8.510377358490565,1.9861056509014379,-3.982357794335134,-4.0,2.0
TIAUSDT,fast_alt,0.4,0.35,691,294,377,20,2,42.54703328509407,-1516.9312206927234,1382.0000000000002,13.589001447178003,1.9815020966709327,-5.38112333570748,-5.5,2.0
TIAUSDT,fast_alt,0.25,0.12,1940,624,1315,1,20,32.16494845360825,-3897.1339491915937,3880.0,4.19639175257732,0.5,-3.1984300525771916,-3.1999999999999997,0.5
TIAUSDT,fast_alt,0.2,0.1,2359,771,1587,1,39,32.68334039847393,-4762.7114829774955,4718.0,3.2734209410767274,0.0,-2.018953574810299,-3.0,0.0
TIAUSDT,fast_alt,0.6,0.25,680,179,475,26,2,26.323529411764707,-1423.6908362391996,1360.0,13.825,3.8759577112218158,-4.408413880349683,-4.500000000000001,4.0
TIAUSDT,fast_alt,0.8,0.3,478,107,325,46,0,22.384937238493723,-948.6087727671751,956.0000000000001,20.089958158995817,5.1628956614771475,-4.826791177567447,-5.0,6.0
TIAUSDT,fast_alt,0.8,0.4,397,102,234,61,0,25.692695214105793,-803.7109202957262,794.0,24.392947103274558,5.045152639179189,-5.545928561008978,-6.0,6.0
TIAUSDT,fast_alt,1.0,0.4,359,65,219,75,0,18.105849582172702,-739.9635146400329,718.0,27.080779944289695,5.903309632628426,-5.533697058386128,-6.0,8.0
TIAUSDT,fast_alt,1.0,0.5,319,62,168,89,0,19.435736677115987,-682.975919697024,638.0,30.601880877742946,5.524829113316651,-6.064727317228541,-7.0,8.0
SEIUSDT,fast_alt,0.5,0.08,1098,165,912,21,2,15.027322404371585,-2066.757521137875,2196.0,8.181238615664846,2.892437637553655,-2.775296467496966,-2.8,3.0
SEIUSDT,fast_alt,0.5,0.15,738,164,547,27,2,22.22222222222222,-1437.0534555297797,1476.0,12.659891598915989,2.864818332401844,-3.4317940520703916,-3.5,3.0
SEIUSDT,fast_alt,0.5,0.25,506,145,311,50,0,28.656126482213438,-1010.9454978108508,1012.0,18.92292490118577,2.8124317934599223,-4.2223542912267,-4.500000000000001,3.0
SEIUSDT,fast_alt,0.5,0.35,424,147,217,60,0,34.66981132075472,-873.378483621915,848.0,22.775943396226417,2.878817139528375,-4.934604318613214,-5.5,3.0
SEIUSDT,fast_alt,0.5,0.5,328,119,131,78,1,36.28048780487805,-736.0700275919277,656.0,29.734756097560975,2.8193684267367303,-5.611204525352484,-7.0,3.0
SEIUSDT,fast_alt,0.3,0.15,1058,369,684,5,6,34.87712665406427,-2030.6620212131645,2116.0,8.528355387523629,0.9981351413783844,-3.4883314295394863,-3.5,1.0
SEIUSDT,fast_alt,0.3,0.3,650,319,305,26,2,49.07692307692308,-1266.8326793338838,1300.0,14.509230769230768,0.9983203212446827,-4.80695509737025,-5.0,1.0
SEIUSDT,fast_alt,0.4,0.2,721,236,462,23,4,32.73231622746186,-1398.2038210712929,1442.0,12.981969486823855,1.9854315140684007,-3.897520549787337,-4.0,2.0
SEIUSDT,fast_alt,0.4,0.35,490,205,241,44,1,41.83673469387755,-1000.346562265364,980.0,19.573469387755104,1.9693737209778512,-5.024717686653861,-5.5,2.0
SEIUSDT,fast_alt,0.25,0.12,1295,449,843,3,7,34.67181467181467,-2475.186067206848,2590.0,6.784555984555984,0.4995777829111161,-3.1952616207299855,-3.1999999999999997,0.5
SEIUSDT,fast_alt,0.2,0.1,1721,620,1100,1,9,36.025566531086575,-3301.3116108306563,3442.0,4.857640906449738,0.0,-1.918251952835942,-3.0,0.0
SEIUSDT,fast_alt,0.6,0.25,468,118,297,53,0,25.213675213675213,-910.1868687625121,936.0,20.54059829059829,3.6359569081525307,-4.2309548441905305,-4.500000000000001,4.0
SEIUSDT,fast_alt,0.8,0.3,350,57,205,88,0,16.285714285714285,-713.3947430372656,700.0000000000001,27.802857142857142,4.345079990322601,-4.450875677591479,-5.0,6.0
SEIUSDT,fast_alt,0.8,0.4,288,51,136,101,0,17.708333333333332,-593.2278158897965,576.0000000000001,34.00347222222222,4.258284699139136,-4.9316840344056505,-6.0,6.0
SEIUSDT,fast_alt,1.0,0.4,268,30,130,108,0,11.194029850746269,-569.8084682532644,536.0,36.615671641791046,4.4184838566341575,-4.960992837650437,-6.0,8.0
SEIUSDT,fast_alt,1.0,0.5,239,26,93,120,0,10.878661087866108,-519.0300995472871,478.00000000000006,41.17991631799163,4.229275202065538,-5.214100556211936,-7.0,8.0
FILUSDT,fast_alt,0.5,0.08,2146,316,1826,4,43,14.72506989748369,-4162.455474677994,4292.0,3.6975768872320596,2.993273252258838,-2.7977660661358548,-2.8,3.0
